"OHQ670.Code.or.Value","OHQ670.Value.Description","OHQ670.Count","OHQ670.Cumulative","OHQ670.Skip.to.Item"
"1","Very often",190,190,NA
"2","Fairly often",200,390,NA
"3","Occasionally",678,1068,NA
"4","Hardly ever",732,1800,NA
"5","Never",3757,5557,NA
"7","Refused",2,5559,NA
"9","Don't know",4,5563,NA
".","Missing",0,5563,NA
