"AUXRR131.Code.or.Value","AUXRR131.Value.Description","AUXRR131.Count","AUXRR131.Cumulative","AUXRR131.Skip.to.Item"
"-34 to 49","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
