"FSD146.Code.or.Value","FSD146.Value.Description","FSD146.Count","FSD146.Cumulative","FSD146.Skip.to.Item"
"1","Yes",27,27,NA
"2","No",1116,1143,NA
"7","Refused",0,1143,NA
"9","Don't know",0,1143,NA
".","Missing",9205,10348,NA
