"SMQ670.Code.or.Value","SMQ670.Value.Description","SMQ670.Count","SMQ670.Cumulative","SMQ670.Skip.to.Item"
"1","Yes",143,143,NA
"2","No",130,273,NA
"7","Refused",5,278,NA
"9","Don't know",1,279,NA
".","Missing",6866,7145,NA
