"RHQ010.Code.or.Value","RHQ010.Value.Description","RHQ010.Count","RHQ010.Cumulative","RHQ010.Skip.to.Item"
"0 to 20","Range of Values",3171,3171,NA
"777","Refused",0,3171,NA
"999","Don't know",127,3298,NA
".","Missing",219,3517,NA
