"DBQ370.Code.or.Value","DBQ370.Value.Description","DBQ370.Count","DBQ370.Cumulative","DBQ370.Skip.to.Item"
"1","Yes",3198,3198,""
"2","No",193,3391,"DBQ400"
"7","Refused",0,3391,"DBQ400"
"9","Don't know",10,3401,"DBQ400"
".","Missing",7638,11039,""
