"OCQ570.Code.or.Value","OCQ570.Value.Description","OCQ570.Count","OCQ570.Cumulative","OCQ570.Skip.to.Item"
"1","Yes",1767,1767,NA
"2","No",3910,5677,NA
"7","Refused",1,5678,NA
"9","Don't know",3,5681,NA
".","Missing",865,6546,NA
