"TYXP037.Code.or.Value","TYXP037.Value.Description","TYXP037.Count","TYXP037.Cumulative","TYXP037.Skip.to.Item"
"-17 to 180","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
