"AUXRR235.Code.or.Value","AUXRR235.Value.Description","AUXRR235.Count","AUXRR235.Cumulative","AUXRR235.Skip.to.Item"
"-10 to 48","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
