"LBD170LC.Code.or.Value","LBD170LC.Value.Description","LBD170LC.Count","LBD170LC.Cumulative","LBD170LC.Skip.to.Item"
"0","At or above the detection limit",296,296,NA
"1","Below lower detection limit",0,296,NA
".","Missing",5,301,NA
