"WBXP077.Code.or.Value","WBXP077.Value.Description","WBXP077.Count","WBXP077.Cumulative","WBXP077.Skip.to.Item"
"-162.5006 to 172.7441","Range of Values",8551,8551,NA
".","Missing",3,8554,NA
