"AUXRR103.Code.or.Value","AUXRR103.Value.Description","AUXRR103.Count","AUXRR103.Cumulative","AUXRR103.Skip.to.Item"
"-63 to 39","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
