"TYXP005.Code.or.Value","TYXP005.Value.Description","TYXP005.Count","TYXP005.Cumulative","TYXP005.Skip.to.Item"
"62 to 199","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
