"AUDTYL47.Code.or.Value","AUDTYL47.Value.Description","AUDTYL47.Count","AUDTYL47.Cumulative","AUDTYL47.Skip.to.Item"
"0 to 2.47","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
