"TYXP169.Code.or.Value","TYXP169.Value.Description","TYXP169.Count","TYXP169.Cumulative","TYXP169.Skip.to.Item"
"-298 to 174","Range of Values",1708,1708,NA
".","Missing",3877,5585,NA
