"SMD057.Code.or.Value","SMD057.Value.Description","SMD057.Count","SMD057.Cumulative","SMD057.Skip.to.Item"
"2 to 90","Range of Values",1233,1233,NA
"1","1 cigarette or less",144,1377,NA
"95","95 cigarettes or more",10,1387,NA
"777","Refused",0,1387,NA
"999","Don't know",7,1394,NA
".","Missing",6134,7528,NA
