"TYXP177.Code.or.Value","TYXP177.Value.Description","TYXP177.Count","TYXP177.Cumulative","TYXP177.Skip.to.Item"
"-295 to 3","Range of Values",2296,2296,NA
".","Missing",6173,8469,NA
