"RHQ031.Code.or.Value","RHQ031.Value.Description","RHQ031.Count","RHQ031.Cumulative","RHQ031.Skip.to.Item"
"1","Yes",2188,2188,"RHQ051"
"2","No",1023,3211,""
"7","Refused",0,3211,"RHQ060"
"9","Don't know",3,3214,"RHQ060"
".","Missing",383,3597,""
