"SMD641.Code.or.Value","SMD641.Value.Description","SMD641.Count","SMD641.Cumulative","SMD641.Skip.to.Item"
"0 to 30","Range of Values",1636,1636,NA
"77","Refused",0,1636,NA
"99","Don't know",5,1641,NA
".","Missing",5887,7528,NA
