"AUDTYR46.Code.or.Value","AUDTYR46.Value.Description","AUDTYR46.Count","AUDTYR46.Cumulative","AUDTYR46.Skip.to.Item"
"0 to 2.59","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
