"AUXLR206.Code.or.Value","AUXLR206.Value.Description","AUXLR206.Count","AUXLR206.Cumulative","AUXLR206.Skip.to.Item"
"-45 to 58","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
