"WBXA102.Code.or.Value","WBXA102.Value.Description","WBXA102.Count","WBXA102.Cumulative","WBXA102.Skip.to.Item"
"-13.2639 to 0.9981","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
