"AUDTYL42.Code.or.Value","AUDTYL42.Value.Description","AUDTYL42.Count","AUDTYL42.Cumulative","AUDTYL42.Skip.to.Item"
"0 to 3.25","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
