"AUQ330.Code.or.Value","AUQ330.Value.Description","AUQ330.Count","AUQ330.Cumulative","AUQ330.Skip.to.Item"
"1","Yes",1536,1536,""
"2","No",3064,4600,"AUQ370"
"3","Never worked",75,4675,"AUQ370"
"7","Refused",0,4675,"AUQ370"
"9","Don't know",0,4675,"AUQ370"
".","Missing",4689,9364,""
