"HCQ250.Code.or.Value","HCQ250.Value.Description","HCQ250.Count","HCQ250.Cumulative","HCQ250.Skip.to.Item"
"1","True",3,3,NA
"2","False",24,27,NA
"7","Refused",0,27,NA
"9","Don't know",5,32,NA
".","Missing",84,116,NA
