"RFXT029.Code.or.Value","RFXT029.Value.Description","RFXT029.Count","RFXT029.Cumulative","RFXT029.Skip.to.Item"
"239 to 248","Range of Values",51068,51068,NA
".","Missing",8,51076,NA
