"CIQP71.Code.or.Value","CIQP71.Value.Description","CIQP71.Count","CIQP71.Cumulative","CIQP71.Skip.to.Item"
"1","Yes",0,0,NA
"2","No",2,2,NA
"7","Refused",0,2,NA
"9","Don't know",0,2,NA
".","Missing",776,778,NA
