"AUDTYR31.Code.or.Value","AUDTYR31.Value.Description","AUDTYR31.Count","AUDTYR31.Cumulative","AUDTYR31.Skip.to.Item"
"0 to 1.72","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
