"CIQD032.Code.or.Value","CIQD032.Value.Description","CIQD032.Count","CIQD032.Cumulative","CIQD032.Skip.to.Item"
"1","Yes",49,49,""
"2","No",58,107,"CIQD034"
"7","Refuse",0,107,"CIQD034"
"9","Don't know",2,109,"CIQD034"
".","Missing",669,778,""
