"AUXRR273.Code.or.Value","AUXRR273.Value.Description","AUXRR273.Count","AUXRR273.Cumulative","AUXRR273.Skip.to.Item"
"-19 to 124","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
