"CIQG31.Code.or.Value","CIQG31.Value.Description","CIQG31.Count","CIQG31.Cumulative","CIQG31.Skip.to.Item"
"1","Yes",0,0,"CIQG36"
"2","No",1,1,"CIQG36"
"7","Refused",0,1,"CIQG36"
"9","Don't know",0,1,"CIQG36"
".","Missing",927,928,""
