"LBD110LC.Code.or.Value","LBD110LC.Value.Description","LBD110LC.Count","LBD110LC.Cumulative","LBD110LC.Skip.to.Item"
"0","At or above the detection limit",59,59,NA
"1","Below lower detection limit",188,247,NA
".","Missing",0,247,NA
