"DUQ370.Code.or.Value","DUQ370.Value.Description","DUQ370.Count","DUQ370.Cumulative","DUQ370.Skip.to.Item"
"1","Yes",105,105,""
"2","No",4430,4535,"DUQ425"
"7","Refused",3,4538,"DUQ425"
"9","Don't know",1,4539,"DUQ425"
".","Missing",518,5057,""
