"AUDTYR19.Code.or.Value","AUDTYR19.Value.Description","AUDTYR19.Count","AUDTYR19.Cumulative","AUDTYR19.Skip.to.Item"
"0 to 3.91","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
