"AUXLR223.Code.or.Value","AUXLR223.Value.Description","AUXLR223.Count","AUXLR223.Cumulative","AUXLR223.Skip.to.Item"
"-49 to 47","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
