"AUDTYL66.Code.or.Value","AUDTYL66.Value.Description","AUDTYL66.Count","AUDTYL66.Cumulative","AUDTYL66.Skip.to.Item"
"0 to 3.09","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
