"AUXRR245.Code.or.Value","AUXRR245.Value.Description","AUXRR245.Count","AUXRR245.Cumulative","AUXRR245.Skip.to.Item"
"-32 to 83","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
