"AUXLR180.Code.or.Value","AUXLR180.Value.Description","AUXLR180.Count","AUXLR180.Cumulative","AUXLR180.Skip.to.Item"
"-14 to 68","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
