"TYXA212.Code.or.Value","TYXA212.Value.Description","TYXA212.Count","TYXA212.Cumulative","TYXA212.Skip.to.Item"
"0.226 to 6.033","Range of Values",442,442,NA
".","Missing",8027,8469,NA
