"AUXLR115.Code.or.Value","AUXLR115.Value.Description","AUXLR115.Count","AUXLR115.Cumulative","AUXLR115.Skip.to.Item"
"-49 to 47","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
