"AUDTYL57.Code.or.Value","AUDTYL57.Value.Description","AUDTYL57.Count","AUDTYL57.Cumulative","AUDTYL57.Skip.to.Item"
"0 to 3.06","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
