"DR2_040Z.Code.or.Value","DR2_040Z.Value.Description","DR2_040Z.Count","DR2_040Z.Cumulative","DR2_040Z.Skip.to.Item"
"1","Yes",92740,92740,NA
"2","No",35799,128539,NA
"7","Refused",0,128539,NA
"9","Don't know",7,128546,NA
".","Missing",595,129141,NA
