"AUXRR109.Code.or.Value","AUXRR109.Value.Description","AUXRR109.Count","AUXRR109.Cumulative","AUXRR109.Skip.to.Item"
"-59 to 81","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
