"AUXRR263.Code.or.Value","AUXRR263.Value.Description","AUXRR263.Count","AUXRR263.Cumulative","AUXRR263.Skip.to.Item"
"-60 to 53","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
