"AUXRR137.Code.or.Value","AUXRR137.Value.Description","AUXRR137.Count","AUXRR137.Cumulative","AUXRR137.Skip.to.Item"
"-25 to 62","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
