"LBD074LC.Code.or.Value","LBD074LC.Value.Description","LBD074LC.Count","LBD074LC.Cumulative","LBD074LC.Skip.to.Item"
"0","detectable result",1194,1194,NA
"1","below detectable limit",1113,2307,NA
".","Missing",240,2547,NA
