"AUXLR250.Code.or.Value","AUXLR250.Value.Description","AUXLR250.Count","AUXLR250.Cumulative","AUXLR250.Skip.to.Item"
"-6 to 51","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
