"SXQ600.Code.or.Value","SXQ600.Value.Description","SXQ600.Count","SXQ600.Cumulative","SXQ600.Skip.to.Item"
"0 to 94","Range of Values",2266,2266,NA
"77777","Refused",6,2272,NA
"99999","Don't know",9,2281,NA
".","Missing",1004,3285,NA
