"RHQ031.Code.or.Value","RHQ031.Value.Description","RHQ031.Count","RHQ031.Cumulative","RHQ031.Skip.to.Item"
"1","Yes",1981,1981,"RHQ051"
"2","No",1205,3186,""
"7","Refused",0,3186,"RHQ060"
"9","Don't know",1,3187,"RHQ060"
".","Missing",377,3564,""
