"RFXC092.Code.or.Value","RFXC092.Value.Description","RFXC092.Count","RFXC092.Cumulative","RFXC092.Skip.to.Item"
"-6.888 to 4.532","Range of Values",51062,51062,NA
".","Missing",14,51076,NA
