"AUXLR159.Code.or.Value","AUXLR159.Value.Description","AUXLR159.Count","AUXLR159.Cumulative","AUXLR159.Skip.to.Item"
"-14 to 48","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
