"AUDTYR40.Code.or.Value","AUDTYR40.Value.Description","AUDTYR40.Count","AUDTYR40.Cumulative","AUDTYR40.Skip.to.Item"
"0 to 4.19","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
