"AUXRR214.Code.or.Value","AUXRR214.Value.Description","AUXRR214.Count","AUXRR214.Cumulative","AUXRR214.Skip.to.Item"
"-40 to 59","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
