"DUQ340.Code.or.Value","DUQ340.Value.Description","DUQ340.Count","DUQ340.Cumulative","DUQ340.Skip.to.Item"
"10 to 50","Range of Values",246,246,NA
"777","Refused",0,246,NA
"999","Don't know",0,246,NA
".","Missing",4811,5057,NA
