"SMQ680.Code.or.Value","SMQ680.Value.Description","SMQ680.Count","SMQ680.Cumulative","SMQ680.Skip.to.Item"
"1","Yes",1484,1484,""
"2","No",5352,6836,"End of Section"
"7","Refused",2,6838,"End of Section"
"9","Don't know",0,6838,"End of Section"
".","Missing",607,7445,""
