"AUXRR127.Code.or.Value","AUXRR127.Value.Description","AUXRR127.Count","AUXRR127.Cumulative","AUXRR127.Skip.to.Item"
"-78 to 82","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
