"AUXRR234.Code.or.Value","AUXRR234.Value.Description","AUXRR234.Count","AUXRR234.Cumulative","AUXRR234.Skip.to.Item"
"-52 to 60","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
