"AUDTYR47.Code.or.Value","AUDTYR47.Value.Description","AUDTYR47.Count","AUDTYR47.Cumulative","AUDTYR47.Skip.to.Item"
"0 to 4.13","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
