"AUXLR144.Code.or.Value","AUXLR144.Value.Description","AUXLR144.Count","AUXLR144.Cumulative","AUXLR144.Skip.to.Item"
"-91 to 62","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
