"AUXLR167.Code.or.Value","AUXLR167.Value.Description","AUXLR167.Count","AUXLR167.Cumulative","AUXLR167.Skip.to.Item"
"-14 to 72","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
