"RHQ564.Code.or.Value","RHQ564.Value.Description","RHQ564.Count","RHQ564.Cumulative","RHQ564.Skip.to.Item"
"17 to 66","Range of Values",97,97,NA
"777","Refused",0,97,NA
"999","Don't know",2,99,NA
".","Missing",3418,3517,NA
