"WHQ060.Code.or.Value","WHQ060.Value.Description","WHQ060.Count","WHQ060.Cumulative","WHQ060.Skip.to.Item"
"1","Yes",608,608,"WHD080A"
"2","No",441,1049,""
"7","Refused",0,1049,""
"9","Don't know",5,1054,""
".","Missing",5159,6213,""
