"RHQ572.Code.or.Value","RHQ572.Value.Description","RHQ572.Count","RHQ572.Cumulative","RHQ572.Skip.to.Item"
"26 to 77","Range of Values",125,125,NA
"777","Refused",0,125,NA
"999","Don't know",3,128,NA
".","Missing",3436,3564,NA
