"MCQ092.Code.or.Value","MCQ092.Value.Description","MCQ092.Count","MCQ092.Cumulative","MCQ092.Skip.to.Item"
"1","Yes",732,732,""
"2","No",7782,8514,"MCQ149"
"7","Refused",1,8515,"MCQ149"
"9","Don't know",57,8572,"MCQ149"
".","Missing",1198,9770,""
